,tweet_dt,id,tweet
22,2021-07-15,1415711016994885636,@VNiyobuhungiro @RwandaHealth @RBCRwanda Iteka umusaruro tuwubona ahazaza kdi ahazaza hategurirwa n'ahahise!
23,2021-07-15,1415710544372375562,RT @AngelMutabaruka: Uyu mugabo yitwa #Jacques bamuhimba #Keza arwaye mu mutwe. Buri mugoroba aba akubura ku isoko rya #Nyamirambo .  Ese n…
24,2021-07-15,1415709994813689860,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
25,2021-07-15,1415709965248049157,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
26,2021-07-15,1415709342259625988,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
27,2021-07-15,1415709306310254594,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
28,2021-07-15,1415709156305211398,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
29,2021-07-15,1415709008476975111,@RBCRwanda @RwandaHealth @RobCyubahiro @nsanzimanasabin Ni ukugarira turugarijwe COVID 19 iri gusya itanzitse  rwos… https://t.co/Czv2g6lBMP
30,2021-07-15,1415708552463802372,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
31,2021-07-15,1415708503835090948,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
32,2021-07-15,1415708316030930948,@amate_a @RBCRwanda RBC is doing a commendable Job.
33,2021-07-15,1415708174460637185,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
34,2021-07-15,1415706242337710082,@rashidintegre @CityofKigali @RBCRwanda @sekanyangeJL @PudenceR @RwandaGender Birakwiye ko Ubuyobozi bw'Umujyi wa K… https://t.co/YeeqsBJ1WB
35,2021-07-15,1415706206837030913,"RT @SectorKinyinya: @SectorKinyinya
Kubufatanye n' Umufatanyabikorwa WORLD MISSION FRONTIER (Gacuriro) &amp; Umurenge 
muri gahunda yo gufasha…"
36,2021-07-15,1415706150113357825,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
37,2021-07-15,1415704870951088134,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
38,2021-07-15,1415704847488217088,RT @princenshiz: Murakoze kubwubu busobanuro muduhaye   @nsanzimanasabin @RBCRwanda 🙏🏾
39,2021-07-15,1415702175414640646,"@RBCRwanda @RobCyubahiro @nsanzimanasabin None se 60% by'inkingo tuzazibona ryari?
Ni ukuri birakaze pe!"
40,2021-07-15,1415700125167587334,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
41,2021-07-15,1415699660635885568,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
42,2021-07-15,1415699286982017025,RT @RBCRwanda: Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizikuraho iz…
43,2021-07-15,1415699153930407949,Igihugu cyacu kirashyira imbaraga mu kuboneka kw'inkingo nyinshi ariko zigomba kuza natwe twaririnze. Inkingo ntizi… https://t.co/XT1hTX2uWC
44,2021-07-15,1415697658417754115,RT @mutesi_lydie: Mwaramutse neza @RBCRwanda ko mwigeze kuvuga ngo ubwishingizi bugiye kujya butwishyurira kwipimisha covid19 kuki bitashyi…
45,2021-07-15,1415695134340091914,"RT @RBCRwanda: Igihe uri mu rugo warapimwe ugasanga ufite #COVID19, ugomba kwitwararika cyane kugira ngo utanduza abo mubana. Bisaba ko ujy…"
46,2021-07-15,1415694865317441536,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
47,2021-07-15,1415694244686311424,RT @nsanzimanasabin: SARS COV-2 diagnosis is changing rapidly from long hrs/days of Q-RT PCR turn around time to RDTs in min—I believe self…
48,2021-07-15,1415692683209814017,RT @mutesi_lydie: Mwaramutse neza @RBCRwanda ko mwigeze kuvuga ngo ubwishingizi bugiye kujya butwishyurira kwipimisha covid19 kuki bitashyi…
49,2021-07-15,1415690679360102400,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
50,2021-07-15,1415685820392955910,"@RBCRwanda Nyakubahwa minister mutugabanyirizeho kumafrw 10000f yokwipisha kubushake aracyari menshi cyane, kuko ik… https://t.co/9xoY4O5qCp"
51,2021-07-15,1415682634470940676,@SectorKinyinya @gatjmv @Gasabo_District @CityofKigali @PudenceR @RBCRwanda @ngangare1 @umwigemepo Mwakoze cyane ba… https://t.co/GFg5w0U5Tc
52,2021-07-15,1415678770875277317,RT @mico_the_best: It’s possible to end TB in the next 9 years. But we need a new #TBVaccine. As we mark the 100-year anniversary of the BC…
53,2021-07-15,1415675474571796488,"RT @kukarubanda: Ntabukwe,ntangendo,kwiga biranze ,Dawe uri mwijuru ngwino ucyure abagaragu bae kuko mission waduhaye iratunaniye nibiba na…"
54,2021-07-15,1415674018309365770,RT @mico_the_best: It’s possible to end TB in the next 9 years. But we need a new #TBVaccine. As we mark the 100-year anniversary of the BC…
55,2021-07-15,1415669259259105282,"RT @RBCRwanda: Iyi virusi igenda yihinduranya ariko iguma ari imwe nubwo ishobora kongera ubukana. Iyo dufite ubu, mu bigaragara, ifite ubu…"
56,2021-07-15,1415669212362678279,RT @nsanzimanasabin: SARS COV-2 diagnosis is changing rapidly from long hrs/days of Q-RT PCR turn around time to RDTs in min—I believe self…
57,2021-07-15,1415667297969000451,Na @CityofKigali ntibiyorohere kubivugaho nk'uko @RBCRwanda cyangwa @sekanyangeJL babisobanura. @ReneAnthere… https://t.co/VmMZW5Dx38
58,2021-07-15,1415661753480929286,RT @mico_the_best: It’s possible to end TB in the next 9 years. But we need a new #TBVaccine. As we mark the 100-year anniversary of the BC…
59,2021-07-15,1415661720069099525,"RT @RBCRwanda: Abanyeshuri muri mu biruhuko, mwirinde cyane kujya muri birthdays za bagenzi banyu kandi mugume mu rugo. #COVID19 irahari ka…"
60,2021-07-15,1415658738795614208,RT @mico_the_best: It’s possible to end TB in the next 9 years. But we need a new #TBVaccine. As we mark the 100-year anniversary of the BC…
61,2021-07-15,1415657256545361920,RT @mico_the_best: It’s possible to end TB in the next 9 years. But we need a new #TBVaccine. As we mark the 100-year anniversary of the BC…
62,2021-07-15,1415652918192132097,"RT @SectorKinyinya: @SectorKinyinya
Kubufatanye n' Umufatanyabikorwa WORLD MISSION FRONTIER (Gacuriro) &amp; Umurenge 
muri gahunda yo gufasha…"
63,2021-07-15,1415652456441294848,RT @OazisHealth: Did you know that misuse and overuse of #Antimicrobials are the leading factors in development of #antimicrobialresistance…
64,2021-07-15,1415651721666351104,It’s possible to end TB in the next 9 years. But we need a new #TBVaccine. As we mark the 100-year anniversary of t… https://t.co/YrootiyU3f
65,2021-07-15,1415648923369230337,"RT @georgesmhermann: @RwandaHealthNe1 @RBCRwanda @RwandaHealth some, just went to an hospital in Kibagabaga and Kicukiro (these are the one…"
66,2021-07-15,1415648922400350211,"NCDs include cardiovascular diseases (like heart attacks &amp; stroke), cancer, chronic respiratory diseases &amp; diabetes… https://t.co/BeKAPbG1WF"
67,2021-07-15,1415648872102338561,RT @georgesmhermann: @RwandaHealthNe1 does anyone know more about this please ? @RBCRwanda @RwandaHealth can one just go to a clinic and ge…
68,2021-07-15,1415647992468680707,RT @RwandaHealth: Tubararikiye gukurikira ikiganiro n'abanyamakuru ku ngamba nshya zo guhangana na #COVID19. Muragikurikira live kuri @rbar…
69,2021-07-15,1415644703660421124,@MuhireChris1 @RwandaHealth @RBCRwanda None yatanze umusaruro?
70,2021-07-15,1415639376600735751,"RT @SectorKinyinya: @SectorKinyinya
Kubufatanye n' Umufatanyabikorwa WORLD MISSION FRONTIER (Gacuriro) &amp; Umurenge 
muri gahunda yo gufasha…"
71,2021-07-15,1415638087074553856,"@SectorKinyinya @gatjmv @Gasabo_District @CityofKigali @PudenceR @RBCRwanda @ngangare1 @umwigemepo Wawooooo ,mwakoz… https://t.co/iNhvbQq0o8"
72,2021-07-15,1415636558926041088,@RBCRwanda Nyabona natwe tukiri ku ishuri mu ma kaminuza I Kigali mudufashe uburyo natwe twajya kwirindira mu rugo Iwacu! @CityofKigali
73,2021-07-15,1415636225587884035,@SectorKinyinya @gatjmv @Gasabo_District @CityofKigali @PudenceR @RBCRwanda @ngangare1 @umwigemepo Courage bajyanama bacu!
74,2021-07-15,1415633297506459650,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
75,2021-07-15,1415632059469545473,"@SectorKinyinya
Kubufatanye n' Umufatanyabikorwa WORLD MISSION FRONTIER (Gacuriro) &amp; Umurenge 
muri gahunda yo gufa… https://t.co/ZcxPno77re"
76,2021-07-15,1415629061179809797,RT @Didier42413949: @nsanzimanasabin @YolandeMakolo @RBCRwanda @RwandaHealth What's about the emerging virus variants such as LAMBDA with P…
77,2021-07-15,1415624939466596353,@RBCRwanda Ingendo zitari ntabwo zemewe
78,2021-07-15,1415624634179936256,@RwandaHealth @Rwandapolice @RBCRwanda Mubyiteho nkanjye bayinsanzemo ntaha nishinja kwanduza abantu binzirakarenga… https://t.co/LFNNB1FFmB
79,2021-07-15,1415623393316065288,"RT @RBCRwanda: Abanyeshuri muri mu biruhuko, mwirinde cyane kujya muri birthdays za bagenzi banyu kandi mugume mu rugo. #COVID19 irahari ka…"
80,2021-07-15,1415623239607492609,@DUmwizigirwa @Rwandapolice @RBCRwanda Murakoze kubitumenyesha. Turabukurikirana bihinduke.
81,2021-07-15,1415622331188264966,@RwandaHealth @RBCRwanda let share what i experienced since tested positive onCovid19 . I started to have symptoms… https://t.co/JoB3mrytft
82,2021-07-15,1415621288006139905,RT @dkarusisi: Thank you @RBCRwanda for your service to the country. We are grateful 🙏🏾 https://t.co/0vqvbXQRsL
83,2021-07-15,1415620274700132352,"@RwandaHealth 
@Rwandapolice 
@RBCRwanda 

Kuri centre de sante abaje kwisuzumisha covid-19 bavangwa nabandi barwayi  mubyigeho bikemuke"
84,2021-07-15,1415618532998619136,RT @nsanzimanasabin: SARS COV-2 diagnosis is changing rapidly from long hrs/days of Q-RT PCR turn around time to RDTs in min—I believe self…
85,2021-07-15,1415618487549153282,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
86,2021-07-15,1415611747436802049,"RT @RBCRwanda: Abanyeshuri muri mu biruhuko, mwirinde cyane kujya muri birthdays za bagenzi banyu kandi mugume mu rugo. #COVID19 irahari ka…"
87,2021-07-15,1415610407016861701,"Abanyeshuri muri mu biruhuko, mwirinde cyane kujya muri birthdays za bagenzi banyu kandi mugume mu rugo. #COVID19 i… https://t.co/UyUfUVuenm"
88,2021-07-15,1415610074140225536,RT @Imvaho_Nshya: Mu byumweru bibiri by’ukwezi kwa Nyakanga imibare yatangajwe n’Ikigo cy’Igihugu cy'Ubuzima @RBCRwanda irebana n’abandura…
89,2021-07-15,1415609999854800898,"RT @RBCRwanda: Igihe uri mu rugo warapimwe ugasanga ufite #COVID19, ugomba kwitwararika cyane kugira ngo utanduza abo mubana. Bisaba ko ujy…"
90,2021-07-15,1415609921098366980,Mu byumweru bibiri by’ukwezi kwa Nyakanga imibare yatangajwe n’Ikigo cy’Igihugu cy'Ubuzima @RBCRwanda irebana n’aba… https://t.co/Hcs39AOmxy
91,2021-07-15,1415609507007373313,RT @amate_a: Can we all agree that @RBCRwanda has outdone itself in health communication from the start of this COVID thing . From the cons…
92,2021-07-15,1415607923196272641,Ariko buriya abantu nizo nyamaswa zishobora kwandura zikanakwirakwiza covid-19 gusa cyangwa harinizindi kandi zihor… https://t.co/ChL9frPqeG
93,2021-07-15,1415603139063996418,"@Tamtam77796871 @RwandaHealth @IremboGov @RSSB_Rwanda @RBCRwanda Muvandi, iyo rwose ni nk'aho itagikora njye nagera… https://t.co/zI8bpkxilL"
94,2021-07-15,1415603018800762880,@KibungoHospita1 @RwandaHealth @RBCRwanda @RwandaMFA @NgomaDistrict Good
95,2021-07-15,1415599429160165376,@KibungoHospita1 @RwandaHealth @RBCRwanda @RwandaMFA @NgomaDistrict Humble man muhire 👍👍 https://t.co/0ovr52B7kI
96,2021-07-15,1415595048138326016,"RT @beforwardrw: Buy just for $6,000 today. For more info, visit our office BE FORWARD MUHIMA MIC Building F2-25 or call 0788305631. @Cityo…"
97,2021-07-15,1415594993562099713,"RT @RBCRwanda: Igihe uri mu rugo warapimwe ugasanga ufite #COVID19, ugomba kwitwararika cyane kugira ngo utanduza abo mubana. Bisaba ko ujy…"
98,2021-07-15,1415589568661925889,@rwandastandards @RBC @RwandaFDA @RwandaHealth @TV1Rwanda @RBCRwanda @RwandaGov Murakoze cyane
99,2021-07-15,1415589155460030464,"Dernier test Covid avant le départ... ça c'est une organisation sur mesure 👌🏽👍🏼🇷🇼 
Thank you @RBCRwanda https://t.co/YtGhOLRa8U"
100,2021-07-15,1415588972592521220,"RT @beforwardrw: Buy just for $6,000 today. For more info, visit our office BE FORWARD MUHIMA MIC Building F2-25 or call 0788305631. @Cityo…"
101,2021-07-15,1415588621323804676,"Buy just for $6,000 today. For more info, visit our office BE FORWARD MUHIMA MIC Building F2-25 or call 0788305631.… https://t.co/gwEftAYalQ"
102,2021-07-15,1415588020196052992,"@RBCRwanda @princenshiz @nsanzimanasabin Ko numva iyi ntambara itoroshye bavandimwe. ""Kwiga kubana na #COVID19 &amp; Co… https://t.co/2Tiu06Z1Uo"
103,2021-07-15,1415582161550331905,"@RwandaHealth @RBCRwanda Mwakoze cyane kubw'umwanzuro mwafashe!
Guma murugo yarikenewe kuko byari bimaze gufata int… https://t.co/hCAGKeOGdr"
104,2021-07-15,1415582143577788417,"RT @ShemaInnocent12: 📸 @ShemaInnocent12

@RwandaHealth
@RBCRwanda

@Rwanda_Sports
@AuroreMimosa
@RwandaVolleybal
@CAVBPress
@volleyballworl…"
105,2021-07-15,1415580165460185088,@FerdinandUWIMAN @Radiorwanda_RBA @RwandaHealth @RBCRwanda @UWAYODivin @KagemeT @CityofKigali @Nyarugenge… https://t.co/VI3dc7k9wr
106,2021-07-15,1415579511769518080,"RT @HabitegekoFran1: Abana ba GS St Pièrre-Nkombo bakoze ATM machine barwanya gukora ku mafaranga kubera #COVID19,bakora moto itwarwa n'ama…"
107,2021-07-15,1415579325059981312,"RT @HabitegekoFran1: Abana ba GS St Pièrre-Nkombo bakoze ATM machine barwanya gukora ku mafaranga kubera #COVID19,bakora moto itwarwa n'ama…"
108,2021-07-15,1415574575274987520,@RBCRwanda @princenshiz @nsanzimanasabin Ikibazo nukuntu abazungu bashaka kudupyinagaza bakaduheza mbukene ngo Afri… https://t.co/HJdDVKhKV8
109,2021-07-15,1415573359048511490,RT @princenshiz: Murakoze kubwubu busobanuro muduhaye   @nsanzimanasabin @RBCRwanda 🙏🏾
110,2021-07-15,1415571135752818689,@elie_muhayimana @RBC @RwandaFDA @RwandaHealth @TV1Rwanda Muraho neza @elie_muhayimana. Aya makuru ntabwo ari impam… https://t.co/mm5lhBCnOL
111,2021-07-15,1415565201643016192,@AngelMutabaruka @Nyarugenge @CityofKigali @RwandaHealth @RBCRwanda @HumanRightsRW Arwaye mu mutwe gute kdi azi igi… https://t.co/s2NmDhUo6b
112,2021-07-15,1415563784177999872,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
113,2021-07-15,1415563718340009986,"RT @NewTimesRwanda: Rwanda Biomedical Centre (RBC) plans to introduce Covid-19 self-testing kits.

According to Dr. Sabin Nsanzimana, @RBCR…"
114,2021-07-15,1415563147541352450,@Twubahane1 @RwandaHealth @RBCRwanda Ijanisha kubakize barikora bagendeye kubarwayi
115,2021-07-15,1415560910203195392,"@MEliphaz @RBCRwanda Azana devices,delta,Betta,Lambda,wana tuza,"
116,2021-07-15,1415560239114506248,@RBCRwanda  umukerarugendo ntiyakwamdura cg ngo yanduze Covid-19? Murakoze
117,2021-07-15,1415560165420675078,@KicukiroDistr @gatjmv @Rwandapolice @CityofKigali @RwandaLocalGov @PudenceR @umusoso @RwandaHealth @RBCRwanda… https://t.co/EzLiHRwrAx
118,2021-07-15,1415555792799948801,RT @amate_a: Can we all agree that @RBCRwanda has outdone itself in health communication from the start of this COVID thing . From the cons…
119,2021-07-15,1415554459787223043,RT @amate_a: Can we all agree that @RBCRwanda has outdone itself in health communication from the start of this COVID thing . From the cons…
120,2021-07-15,1415553461274488833,"@RBCRwanda please help, I can't access my certificate."
121,2021-07-15,1415550333670068227,RT @Nyamasheke: Tubararikiye gukurikira no kugira uruhari mu kiganiro ku ngamba zo kwirinda Covid-19 kiributangwe n’ ubuyobozi bw’ Akarere…
122,2021-07-15,1415547616327254017,RT @SimonKamuzinzi: @HabitegekoFran1 @MTNRwanda @NewTimesRwanda @IGIHE @rbarwanda @ktradiorw @oswaki @KARANGWASewase @RwandaHealth @RBCRwan…
123,2021-07-15,1415546602081693698,@PrimatureRwanda Ese ko delta mutayipuma ngomuyibone mwamenye mute ko iri mu Rwanda? @RBCRwanda
124,2021-07-15,1415544707732713472,RT @nsanzimanasabin: SARS COV-2 diagnosis is changing rapidly from long hrs/days of Q-RT PCR turn around time to RDTs in min—I believe self…
125,2021-07-15,1415544005442609152,@RBCRwanda @princenshiz @nsanzimanasabin Nge hariwo nzi wazahaye yarakingiwe
126,2021-07-15,1415543993044246534,RT @amate_a: Can we all agree that @RBCRwanda has outdone itself in health communication from the start of this COVID thing . From the cons…
127,2021-07-15,1415541448452321281,@Annemwiza @Ndungutsefati @RBCRwanda AnneMarie urakoze kuvuga kuri icyi cyibazo ahubwo  centre de sante ya Kicukiro… https://t.co/ngtHHVXOVL
128,2021-07-15,1415541270647296006,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
129,2021-07-15,1415534638773190659,"RT @RajatMadhok: @amate_a @RBCRwanda I would agree with that a 100% 
@nsanzimanasabin @niyingabira 🙏🏽🙏🏽🙏🏽"
130,2021-07-15,1415534125352632320,bayobozi  mudufashe mudusobanurire ukuntu kwipimisha covid 19 ari mfrng mubihuza numuntu wo mukiciro cyanyuma cg ku… https://t.co/zWnffjjLfT
131,2021-07-15,1415530630423715840,RT @MandelaPa: @RBCRwanda @princenshiz @nsanzimanasabin Aba se inkingo bafashe zifite ubukana buruta izindi?natwe mwaziduha kuko bo ntiband…
132,2021-07-15,1415530566053732357,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
133,2021-07-15,1415528457212207112,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
134,2021-07-15,1415528166739881987,Nagirango mbanze @HEC_Rwanda ese abanyeshuli bo muri za kaminuza bagumye aho biga haruburyo baribushakirwe bahataha… https://t.co/PUszd1oyGa
135,2021-07-15,1415518937224187911,@RBCRwanda inama y'abà minißitîri yo kuwa  14/7/2ⁿ21
136,2021-07-15,1415518010241126401,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
137,2021-07-15,1415517161926373379,"RT @NewTimesRwanda: Rwanda Biomedical Centre (RBC) plans to introduce Covid-19 self-testing kits.

According to Dr. Sabin Nsanzimana, @RBCR…"
138,2021-07-15,1415511245172535301,"RT @HabitegekoFran1: Abana ba GS St Pièrre-Nkombo bakoze ATM machine barwanya gukora ku mafaranga kubera #COVID19,bakora moto itwarwa n'ama…"
139,2021-07-15,1415510318562877443,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
140,2021-07-15,1415510291228643335,RT @princenshiz: Murakoze kubwubu busobanuro muduhaye   @nsanzimanasabin @RBCRwanda 🙏🏾
141,2021-07-15,1415510264292728834,RT @amate_a: Can we all agree that @RBCRwanda has outdone itself in health communication from the start of this COVID thing . From the cons…
142,2021-07-15,1415507963440205825,RT @princenshiz: Murakoze kubwubu busobanuro muduhaye   @nsanzimanasabin @RBCRwanda 🙏🏾
143,2021-07-15,1415507945958350848,"RT @RBCRwanda: Birashoboka ko wakwandura #COVID19 kandi warakingiwe ariko biri ku kigero gito. Igihe bibayeho, urukingo rukurinda kuzahara.…"
144,2021-07-15,1415500767243407362,"RT @ShemaInnocent12: 📸 @ShemaInnocent12

@RwandaHealth
@RBCRwanda

@Rwanda_Sports
@AuroreMimosa
@RwandaVolleybal
@CAVBPress
@volleyballworl…"
145,2021-07-15,1415499962494881792,"@Twubahane1 @RwandaHealth @RBCRwanda Niba mu bantu 50,742 bose bamaze kwandura kugeza ubu hamaze gukiramo 35,582; e… https://t.co/xiYXqOspeh"
146,2021-07-15,1415499168882298890,@RwandaHealth and @RBCRwanda umuntu umaze iminsi ibiri (2) akize #Covid19 ashobora kujya kwikingiza urwa mbere ? Mu… https://t.co/QQQcKkelaF
147,2021-07-15,1415498798856609794,RT @VERITE40251175: @RwandaHealth and @RBCRwanda umuntu umaze iminsi ibiri (2) akize #Covid19 ashobora kujya kwikingiza urwa mbere ? Mumfas…
148,2021-07-15,1415497950940311555,RT @dkarusisi: Thank you @RBCRwanda for your service to the country. We are grateful 🙏🏾
149,2021-07-15,1415492391008706564,@VetRwanda @OIEAnimalHealth @WorldVetAssoc @WHO @RwandaVets1 @nsanzimanasabin @RBCRwanda @RwandaAgriBoard @au_ibar… https://t.co/ZIZxEVJ11I
150,2021-07-15,1415490770010873858,@Kagame3 @Twubahane1 @RwandaHealth @RBCRwanda Kugabanya imibare wabarwaye CG abanduye Bose?
151,2021-07-15,1415490548182495232,RT @Kagame3: @Twubahane1 @RwandaHealth @RBCRwanda Umubare w'abakize bose guhera muri 2020 ukagabanya n'umubare w'abarwaye bose guhera muri…
